"","logFC","AveExpr","t","P.Value","adj.P.Val","B","FDR","SYMBOL","ENTREZID","GENENAME"
"8404",-0.794524414667031,7.35117294046019,-6.10944098397404,9.71325734450342e-06,0.0068249098440454,3.67774495940519,0.0068249098440454,"SPARCL1","8404","SPARC like 1"
"6424",-2.16033431019309,3.13796129555694,-6.029656719357,1.14078250195733e-05,0.0068249098440454,3.47175622697437,0.0068249098440454,"SFRP4","6424","secreted frizzled related protein 4"
"222663",0.745753869097476,3.45155406295539,6.02614771470295,1.14890130395881e-05,0.0068249098440454,3.44008157997632,0.0068249098440454,"SCUBE3","222663","signal peptide, CUB domain and EGF like domain containing 3"
"64123",-0.85076486464605,4.55072984342484,-6.01187731636482,1.18253803522015e-05,0.0068249098440454,3.49468816572619,0.0068249098440454,"ADGRL4","64123","adhesion G protein-coupled receptor L4"
"23524",0.69439877409863,8.69708825869714,6.00515389344096,1.19873639019214e-05,0.0068249098440454,3.46322681978735,0.0068249098440454,"SRRM2","23524","serine/arginine repetitive matrix 2"
"284001",0.67208683278519,4.26981198931956,5.98687699956663,1.24393710729435e-05,0.0068249098440454,3.43118510296428,0.0068249098440454,"CCDC57","284001","coiled-coil domain containing 57"
"64772",0.774398844115883,4.74287731275374,5.96876621672532,1.29046334066443e-05,0.0068249098440454,3.40932492807541,0.0068249098440454,"ENGASE","64772","endo-beta-N-acetylglucosaminidase"
"8644",-0.799791583880856,5.00943898302358,-5.95880731093543,1.31680890703554e-05,0.0068249098440454,3.39575849673627,0.0068249098440454,"AKR1C3","8644","aldo-keto reductase family 1 member C3"
"9802",-0.563254767975248,6.88927619091523,-5.92367300808462,1.41426964533104e-05,0.0068249098440454,3.32792208122831,0.0068249098440454,"DAZAP2","9802","DAZ associated protein 2"
"100463486",-5.25971670886271,4.61606589355091,-5.9218185876616,1.41961589248316e-05,0.0068249098440454,3.29454841970137,0.0068249098440454,"MTRNR2L8","100463486","MT-RNR2 like 8 (pseudogene)"
"2681",-0.946806262866221,4.21673814708619,-5.90404432384171,1.47192810107266e-05,0.0068249098440454,3.28492108408576,0.0068249098440454,"GGTA1","2681","glycoprotein alpha-galactosyltransferase 1 (inactive)"
"4692",-0.646611480434926,4.25183976904148,-5.90236652485135,1.47696768961194e-05,0.0068249098440454,3.28172900749072,0.0068249098440454,"NDN","4692","necdin, MAGE family member"
"1075",-0.76848635015731,6.988545778948,-5.9007819773634,1.48174351400258e-05,0.0068249098440454,3.28332170138802,0.0068249098440454,"CTSC","1075","cathepsin C"
"4508",-1.29396602469803,7.76894111718751,-5.89739131792236,1.49201651806114e-05,0.0068249098440454,3.26690746106427,0.0068249098440454,"ATP6","4508","ATP synthase F0 subunit 6"
"8295",0.46519678485886,7.20493828422576,5.86749570859515,1.58583422616165e-05,0.00687184299569833,3.21965572136834,0.00687184299569833,"TRRAP","8295","transformation/transcription domain associated protein"
"340351",0.620759062731425,2.55290008428476,5.8667899392587,1.58812111705708e-05,0.00687184299569833,3.01874119837012,0.00687184299569833,"AGBL3","340351","AGBL carboxypeptidase 3"
"26157",-0.787456877645942,3.03105465427643,-5.82264340271503,1.73814118256061e-05,0.00727399129240483,3.06995777495615,0.00727399129240483,"GIMAP2","26157","GTPase, IMAP family member 2"
"10650",1.05573453441295,0.846752319979035,5.79620729932253,1.83489610162452e-05,0.00727399129240483,2.26555019430023,0.00727399129240483,"PRELID3A","10650","PRELI domain containing 3A"
"4071",-0.72643129999,5.91157185053169,-5.78942249250901,1.86061160461416e-05,0.00727399129240483,3.06694260674793,0.00727399129240483,"TM4SF1","4071","transmembrane 4 L six family member 1"
"6282",-1.02758902663383,6.36532996429925,-5.7859094254858,1.87407227791523e-05,0.00727399129240483,3.06120123586728,0.00727399129240483,"S100A11","6282","S100 calcium binding protein A11"
"10099",-0.448052602253831,6.34428605134885,-5.77393589034503,1.92070843048475e-05,0.00727399129240483,3.0370191592406,0.00727399129240483,"TSPAN3","10099","tetraspanin 3"
"9612",0.605686289369017,6.66317990891037,5.76565392153993,1.95366411975895e-05,0.00727399129240483,3.02074359159182,0.00727399129240483,"NCOR2","9612","nuclear receptor corepressor 2"
"56951",-0.40285260724545,5.40810148961643,-5.75052147204928,2.01539167452293e-05,0.0073332774338891,2.99121079889299,0.0073332774338891,"C5orf15","56951","chromosome 5 open reading frame 15"
"8310",0.614303051567813,5.34365928257142,5.73854730697854,2.06565748270107e-05,0.00734915028845427,2.96901077264606,0.00734915028845427,"ACOX3","8310","acyl-CoA oxidase 3, pristanoyl"
"10935",-0.522665698590463,5.55170697814258,-5.68996982660878,2.28318964062401e-05,0.00779322365689562,2.87203527163119,0.00779322365689562,"PRDX3","10935","peroxiredoxin 3"
"23484",-0.615896924097482,5.10435896244095,-5.67060446079677,2.37636040338898e-05,0.00779322365689562,2.83561526881942,0.00779322365689562,"LEPROTL1","23484","leptin receptor overlapping transcript like 1"
"5359",-0.544541910771099,4.51563674431395,-5.65469080612069,2.45584881280059e-05,0.00779322365689562,2.8062059237459,0.00779322365689562,"PLSCR1","5359","phospholipid scramblase 1"
"9452",-0.762881706501662,5.5494996372451,-5.65166581714497,2.47126539769764e-05,0.00779322365689562,2.79682253503722,0.00779322365689562,"ITM2A","9452","integral membrane protein 2A"
"57647",0.56694729305986,4.01532516242878,5.65008990522939,2.47933630456679e-05,0.00779322365689562,2.78577710467087,0.00779322365689562,"DHX37","57647","DEAH-box helicase 37"
"83696",0.549036328618818,5.24042550137314,5.64760248915962,2.49213063176762e-05,0.00779322365689562,2.79121471416895,0.00779322365689562,"TRAPPC9","83696","trafficking protein particle complex subunit 9"
"90952",-0.62435581167451,3.46973271163864,-5.64008433198263,2.53121567869189e-05,0.00779322365689562,2.75734868511933,0.00779322365689562,"ESAM","90952","endothelial cell adhesion molecule"
"55303",-0.973332220207682,4.3994595961483,-5.6058808181708,2.71715272817039e-05,0.00809632691314895,2.71087804790612,0.00809632691314895,"GIMAP4","55303","GTPase, IMAP family member 4"
"84448",0.916576071794006,3.16659779189387,5.6034653333237,2.73080358094968e-05,0.00809632691314895,2.63148356495304,0.00809632691314895,"ABLIM2","84448","actin binding LIM protein family member 2"
"57521",0.581987885505511,5.50324653453122,5.57924125566203,2.87166700442887e-05,0.00829885773407801,2.65506278194163,0.00829885773407801,"RPTOR","57521","regulatory associated protein of MTOR complex 1"
"51522",-0.610546438967645,5.71145050567699,-5.57405467550383,2.90278596569874e-05,0.00829885773407801,2.64292586182367,0.00829885773407801,"TMEM14C","51522","transmembrane protein 14C"
"474344",-0.573285000039456,5.29893747154919,-5.55697480502017,3.0077364456928e-05,0.00844804570097224,2.61044394737695,0.00844804570097224,"GIMAP6","474344","GTPase, IMAP family member 6"
"4712",-0.661676555748828,4.1744423402593,-5.54405873638986,3.08968647957734e-05,0.00852860009276435,2.58948692462583,0.00852860009276435,"NDUFB6","4712","NADH:ubiquinone oxidoreductase subunit B6"
"6451",-0.566993215577926,6.44106036659543,-5.52657709541337,3.20427450168861e-05,0.00869498894441265,2.55034276544919,0.00869498894441265,"SH3BGRL","6451","SH3 domain binding glutamate rich protein like"
"1387",0.491960726194465,6.83910350623223,5.49825030240403,3.39930585749778e-05,0.00897359518322179,2.49417655696593,0.00897359518322179,"CREBBP","1387","CREB binding protein"
"140461",-0.500382844007366,4.86595469014997,-5.48063154845771,3.52672523167291e-05,0.00897359518322179,2.46222262577305,0.00897359518322179,"ASB8","140461","ankyrin repeat and SOCS box containing 8"
"54499",-0.51251426432791,5.72042088188391,-5.47360888084601,3.57887162802666e-05,0.00897359518322179,2.4429251359805,0.00897359518322179,"TMCO1","54499","transmembrane and coiled-coil domains 1"
"2791",-0.771369773475898,5.16476703033213,-5.47321128582619,3.58184752886561e-05,0.00897359518322179,2.44497818210741,0.00897359518322179,"GNG11","2791","G protein subunit gamma 11"
"81555",-0.46586040840021,5.6218415858405,-5.47010491890203,3.60518559853105e-05,0.00897359518322179,2.43614060500036,0.00897359518322179,"YIPF5","81555","Yip1 domain family member 5"
"401152",-0.635287435130676,6.84823756893036,-5.46194162609489,3.66726366963954e-05,0.00897359518322179,2.42489498869251,0.00897359518322179,"C4orf3","401152","chromosome 4 open reading frame 3"
"574406",0.992356858593577,2.08272985438574,5.45778470349327,3.6992959531083e-05,0.00897359518322179,2.17998236675384,0.00897359518322179,"ADAMTSL4-AS1","574406","ADAMTSL4 antisense RNA 1"
"9365",-0.918124128447547,3.00184621944621,-5.44502180988507,3.79945109927272e-05,0.00907898688050093,2.36307382263899,0.00907898688050093,"KL","9365","klotho"
"2213",-1.116880987161,4.30317782427734,-5.43442454526307,3.88472572724553e-05,0.0091462439548825,2.37422448619782,0.0091462439548825,"FCGR2B","2213","Fc gamma receptor IIb"
"91695",0.752860046771934,3.03547794783066,5.42637145796906,3.95084011819813e-05,0.00914791876182807,2.29376380017334,0.00914791876182807,"RRP7BP","91695","ribosomal RNA processing 7 homolog B, pseudogene"
"4798",0.446569088056142,5.20653675626969,5.42050672773642,3.99971463665187e-05,0.00914791876182807,2.34188939702997,0.00914791876182807,"NFRKB","4798","nuclear factor related to kappaB binding protein"
"219348",-0.850300230326675,5.26329773280684,-5.4087610194642,4.09947417808617e-05,0.00917719567275849,2.3158314320491,0.00917719567275849,"PLAC9","219348","placenta associated 9"
"55312",-0.555711211450769,3.7008720776241,-5.40555343289074,4.12715857862968e-05,0.00917719567275849,2.31375859961677,0.00917719567275849,"RFK","55312","riboflavin kinase"
"112464",-0.660527125972996,4.58212713749737,-5.3898955531933,4.26508106403636e-05,0.00933446399836721,2.28436263572871,0.00933446399836721,"CAVIN3","112464","caveolae associated protein 3"
"100506144",-0.775939836884332,3.21357277551515,-5.38441209929242,4.31449304109415e-05,0.00933446399836721,2.2587977339163,0.00933446399836721,"TMEM35B","100506144","transmembrane protein 35B"
"130814",-0.620118880723335,4.88952917551599,-5.37284127201754,4.4206959412517e-05,0.00941117360669901,2.24725554436256,0.00941117360669901,"SLC66A3","130814","solute carrier family 66 member 3"
"57154",0.432116329746281,5.61657074059987,5.3678306002975,4.46751526614069e-05,0.00941117360669901,2.23261866142048,0.00941117360669901,"SMURF1","57154","SMAD specific E3 ubiquitin protein ligase 1"
"23309",0.548797259869128,5.40511778694604,5.35791481455338,4.56167310020903e-05,0.00948472549796709,2.21514144045853,0.00948472549796709,"SIN3B","23309","SIN3 transcription regulator family member B"
"8519",-0.857337108984763,5.49021294948004,-5.34335191692124,4.7036643198704e-05,0.00965457253347758,2.18340836603917,0.00965457253347758,"IFITM1","8519","interferon induced transmembrane protein 1"
"9457",-1.10525700691156,3.20307050462131,-5.29344293493017,5.22562805736006e-05,0.0105451207850248,2.08463217046318,0.0105451207850248,"FHL5","9457","four and a half LIM domains 5"
"283131",1.0075831809966,10.004203769118,5.28950445435065,5.26926710057453e-05,0.0105451207850248,2.06930177574496,0.0105451207850248,"NEAT1","283131","nuclear paraspeckle assembly transcript 1"
"104",0.632849168494073,5.52602689507697,5.26786586007657,5.51578105783938e-05,0.0106892577307113,2.0332130910785,0.0106892577307113,"ADARB1","104","adenosine deaminase RNA specific B1"
"54682",-0.540257302248378,4.45619247178097,-5.26720989004673,5.52343604676175e-05,0.0106892577307113,2.04140629217403,0.0106892577307113,"MANSC1","54682","MANSC domain containing 1"
"26993",0.512435926242026,5.07555488629684,5.26129218731032,5.59298815001196e-05,0.0106892577307113,2.02513483325149,0.0106892577307113,"AKAP8L","26993","A-kinase anchoring protein 8 like"
"5727",0.552913741876969,4.41723300615411,5.25999489687133,5.60835508669426e-05,0.0106892577307113,2.03013496435985,0.0106892577307113,"PTCH1","5727","patched 1"
"25841",0.634557866005985,3.66936014572823,5.23115456688467,5.9613858889056e-05,0.0107310413012427,1.96559537323644,0.0107310413012427,"ABTB2","25841","ankyrin repeat and BTB domain containing 2"
"8611",-0.581474825996692,4.98072402372341,-5.22709449141443,6.01288230354678e-05,0.0107310413012427,1.95359551342714,0.0107310413012427,"PLPP1","8611","phospholipid phosphatase 1"
"25956",0.958617641358117,3.98171899979018,5.22665608007042,6.01847013837972e-05,0.0107310413012427,1.96126379752442,0.0107310413012427,"SEC31B","25956","SEC31 homolog B, COPII coat complex component"
"22826",-0.589596293657961,5.0993607460777,-5.221774579782,6.08104859917403e-05,0.0107310413012427,1.94130965785702,0.0107310413012427,"DNAJC8","22826","DnaJ heat shock protein family (Hsp40) member C8"
"83658",-0.668062326566091,5.36067019565926,-5.21884271277466,6.11895373856724e-05,0.0107310413012427,1.93269795575454,0.0107310413012427,"DYNLRB1","83658","dynein light chain roadblock-type 1"
"51186",-0.762616317290848,3.82095123088692,-5.2175691574916,6.13549443947451e-05,0.0107310413012427,1.94657118728392,0.0107310413012427,"TCEAL9","51186","transcription elongation factor A like 9"
"28755",-0.928884847054852,3.38192325878754,-5.21292160195453,6.19624559711755e-05,0.0107310413012427,1.93300850496481,0.0107310413012427,"TRAC","28755","T cell receptor alpha constant"
"2517",-0.603830623254341,4.98941492232208,-5.2014252154405,6.34918359332602e-05,0.0107310413012427,1.9016055729332,0.0107310413012427,"FUCA1","2517","alpha-L-fucosidase 1"
"7265",-0.492525946854964,4.91475129776775,-5.19487045621792,6.43810779308279e-05,0.0107310413012427,1.88967204164103,0.0107310413012427,"TTC1","7265","tetratricopeptide repeat domain 1"
"286451",-0.394251886487529,6.02564915757623,-5.19330810631037,6.45949080333149e-05,0.0107310413012427,1.87842580798377,0.0107310413012427,"YIPF6","286451","Yip1 domain family member 6"
"101928068",0.93124402729877,1.43434358922212,5.19111246950746,6.4896642573292e-05,0.0107310413012427,1.55501654747127,0.0107310413012427,"EFCAB2-AS1","101928068","EFCAB2 antisense RNA 1"
"10627",-0.646436996107543,6.62931514811236,-5.18930657378197,6.51458987566884e-05,0.0107310413012427,1.87619069011919,0.0107310413012427,"MYL12A","10627","myosin light chain 12A"
"54741",-0.491801822361438,6.8511328759664,-5.18742867560118,6.54061329526898e-05,0.0107310413012427,1.874133258161,0.0107310413012427,"LEPROT","54741","leptin receptor overlapping transcript"
"81890",0.462408817022475,3.87881357276666,5.17729793837052,6.68285006428658e-05,0.0107310413012427,1.86556562541315,0.0107310413012427,"QTRT1","81890","queuine tRNA-ribosyltransferase catalytic subunit 1"
"23774",0.539291225246555,6.05023589111263,5.17432109010103,6.72524457590558e-05,0.0107310413012427,1.8396637970146,0.0107310413012427,"BRD1","23774","bromodomain containing 1"
"1069",-0.667149282781148,3.96189526847377,-5.17248160749184,6.75157895865367e-05,0.0107310413012427,1.85686002643548,0.0107310413012427,"CETN2","1069","centrin 2"
"310",-0.427019256235205,6.78157085276049,-5.17121740382952,6.76973873470029e-05,0.0107310413012427,1.84015442122837,0.0107310413012427,"ANXA7","310","annexin A7"
"4651",0.458697368910615,6.22618279600581,5.16386152957926,6.87639952758411e-05,0.0107932506310413,1.81820042527819,0.0107932506310413,"MYO10","4651","myosin X"
"8099",-0.522575981226781,5.24881742618585,-5.15196723924744,7.05252158371631e-05,0.0109622204422619,1.79816042037081,0.0109622204422619,"CDK2AP1","8099","cyclin dependent kinase 2 associated protein 1"
"105371414",0.9608465027085,2.03805597801402,5.14474257958229,7.16174688758693e-05,0.0110249584298333,1.62265706401709,0.0110249584298333,"LOC105371414","105371414","uncharacterized LOC105371414"
"55142",-0.539302747305651,4.30406996996248,-5.12980332844,7.39313006038055e-05,0.0111685797075146,1.76822238339758,0.0111685797075146,"HAUS2","55142","HAUS augmin like complex subunit 2"
"55819",-0.650547822917491,5.59765317610652,-5.12971234376396,7.39456245469423e-05,0.0111685797075146,1.7502093945642,0.0111685797075146,"RNF130","55819","ring finger protein 130"
"81571",0.573614620129255,3.6753709992598,5.11346885939171,7.65489403626507e-05,0.0114537246280938,1.73603732112915,0.0114537246280938,"MIR600HG","81571","MIR600 host gene"
"79884",-0.777010815862369,2.12475931684404,-5.1077840565911,7.74820315524148e-05,0.0114859937514274,1.6457527073135,0.0114859937514274,"MAP9","79884","microtubule associated protein 9"
"1520",-0.657934060962614,6.01629847774145,-5.10159728526055,7.85107470751937e-05,0.0114924812240031,1.69312912890521,0.0114924812240031,"CTSS","1520","cathepsin S"
"25780",-0.711012567872884,3.53808787596448,-5.09759780540028,7.91831935045722e-05,0.0114924812240031,1.70796919265636,0.0114924812240031,"RASGRP3","25780","RAS guanyl releasing protein 3"
"397",-0.629107103315151,5.7983344608619,-5.09295150625373,7.99717953380342e-05,0.0114924812240031,1.67480051925976,0.0114924812240031,"ARHGDIB","397","Rho GDP dissociation inhibitor beta"
"6597",0.471243691003921,6.16486248802778,5.08318477951296,8.16557708379336e-05,0.0114924812240031,1.65374968062264,0.0114924812240031,"SMARCA4","6597","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4"
"4650",0.422379191910155,6.21032935751446,5.08038130526798,8.21458131006384e-05,0.0114924812240031,1.64798980855705,0.0114924812240031,"MYO9B","4650","myosin IXB"
"4005",-0.544973051805431,4.17811552853559,-5.07820826859065,8.25277246992989e-05,0.0114924812240031,1.66640195124078,0.0114924812240031,"LMO2","4005","LIM domain only 2"
"100996664",0.976377002128855,1.49014197355092,5.07807835399334,8.25506146633579e-05,0.0114924812240031,1.37742957691517,0.0114924812240031,"LOC100996664","100996664","uncharacterized LOC100996664"
"57037",-0.454256605370875,4.23765295053493,-5.06614180871448,8.46816934844973e-05,0.0116875337300586,1.64161911581728,0.0116875337300586,"ANKMY2","57037","ankyrin repeat and MYND domain containing 2"
"60496",-0.377340386715578,4.98904340905637,-5.05401282948429,8.6904797277715e-05,0.0118265815550427,1.60313243780582,0.0118265815550427,"AASDHPPT","60496","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"114876",-0.466471688699602,5.84524572969616,-5.05097582586744,8.74707295019729e-05,0.0118265815550427,1.58840820582784,0.0118265815550427,"OSBPL1A","114876","oxysterol binding protein like 1A"
"26974",-1.16543455807114,0.7106527953258,-5.04865757907827,8.79052595284248e-05,0.0118265815550427,1.27263681517062,0.0118265815550427,"ZNF285","26974","zinc finger protein 285"
"2100",0.929139148632472,2.58797005595994,5.03864588635658,8.98073365748876e-05,0.0118902325852053,1.51318805890242,0.0118902325852053,"ESR2","2100","estrogen receptor 2"
"1523",0.372301242339477,6.08615306236316,5.03835243194391,8.9863719101177e-05,0.0118902325852053,1.56195038041337,0.0118902325852053,"CUX1","1523","cut like homeobox 1"
"79784",0.563950245332731,6.48973923961444,5.03255515937588,9.09850205538933e-05,0.011939919500556,1.55144642851688,0.011939919500556,"MYH14","79784","myosin heavy chain 14"
"55967",-0.620762529952207,4.43975819696728,-5.02008410695099,9.34458868685658e-05,0.0121631597460629,1.54409384417191,0.0121631597460629,"NDUFA12","55967","NADH:ubiquinone oxidoreductase subunit A12"
"23208",-0.551144572095947,3.74280573682681,-5.00524755302852,9.64623433003648e-05,0.012438211462579,1.52485191311215,0.012438211462579,"SYT11","23208","synaptotagmin 11"
"8437",0.555194538693045,4.22110197853987,5.00211028581669,9.71128315316911e-05,0.012438211462579,1.51709174987863,0.012438211462579,"RASAL1","8437","RAS protein activator like 1"
"84298",-0.92968199375735,2.4224552808975,-4.98208367767977,0.000101372176361058,0.0128741252003381,1.44183456848112,0.0128741252003381,"LLPH","84298","LLP homolog, long-term synaptic facilitation factor"
"4194",0.491250076404962,7.05248179744318,4.97769134487823,0.000102331602144619,0.0128741252003381,1.44583099534363,0.0128741252003381,"MDM4","4194","MDM4 regulator of p53"
"170575",-0.653141608225587,3.26469778926591,-4.97497909682578,0.000102928671183215,0.0128741252003381,1.46268479319011,0.0128741252003381,"GIMAP1","170575","GTPase, IMAP family member 1"
"100507401",1.55012046876934,2.65702516399354,4.9699493624831,0.000104045342938815,0.0129129142670576,1.36489483964886,0.0129129142670576,"LRP4-AS1","100507401","LRP4 antisense RNA 1"
"55239",-0.397089613469307,4.76343544846848,-4.95921802694065,0.000106469401013575,0.013112116232518,1.41439299169948,0.013112116232518,"OGFOD1","55239","2-oxoglutarate and iron dependent oxygenase domain containing 1"
"100462953",0.817225142020906,2.77637617188813,4.95122287966477,0.000108312827534922,0.0131673910258384,1.37235440232229,0.0131673910258384,"MICOS10P1","100462953","MICOS10 pseudogene 1"
"349114",0.789681963806376,2.40000956657095,4.95014804364001,0.00010856312401066,0.0131673910258384,1.33505581054746,0.0131673910258384,"LINC00265","349114","long intergenic non-protein coding RNA 265"
"6470",0.343378914851087,4.91488982307718,4.9382565604839,0.000111372022185329,0.0134065118435121,1.37249900117588,0.0134065118435121,"SHMT1","6470","serine hydroxymethyltransferase 1"
"9649",0.60306073057339,4.6927664491008,4.91899823505621,0.000116079397354065,0.0136122739218962,1.34096773463381,0.0136122739218962,"RALGPS1","9649","Ral GEF with PH domain and SH3 binding motif 1"
"29123",0.574321984679634,5.90043336801227,4.91502253568874,0.000117076215926016,0.0136122739218962,1.31015096829652,0.0136122739218962,"ANKRD11","29123","ankyrin repeat domain containing 11"
"26112",-0.530778339300244,4.83237767505222,-4.91485181845515,0.00011711921461604,0.0136122739218962,1.32160467202682,0.0136122739218962,"CCDC69","26112","coiled-coil domain containing 69"
"129563",0.515955387777809,4.86519446536486,4.91349261613648,0.00011746213357821,0.0136122739218962,1.3248123005966,0.0136122739218962,"DIS3L2","129563","DIS3 like 3'-5' exoribonuclease 2"
"50861",-0.477317730762659,4.29978398270409,-4.91212072543944,0.000117809293011822,0.0136122739218962,1.32867537514251,0.0136122739218962,"STMN3","50861","stathmin 3"
"116151",-0.507125203019731,5.86439458689963,-4.9106494515085,0.000118182765468056,0.0136122739218962,1.30059411705026,0.0136122739218962,"FAM210B","116151","family with sequence similarity 210 member B"
"5104",-0.962039843859319,2.94836454411101,-4.90093418707541,0.000120679439733848,0.0136396719525472,1.31153094170633,0.0136396719525472,"SERPINA5","5104","serpin family A member 5"
"9701",0.45632802312008,5.72722653978178,4.89894454366063,0.00012119735263589,0.0136396719525472,1.27786863247279,0.0136396719525472,"PPP6R2","9701","protein phosphatase 6 regulatory subunit 2"
"115265",-0.954546364926444,2.12064255184702,-4.89288765460361,0.000122787993304329,0.0136396719525472,1.24681174600659,0.0136396719525472,"DDIT4L","115265","DNA damage inducible transcript 4 like"
"6643",-0.420224146831621,5.90871974623775,-4.89275946181684,0.000122821888123861,0.0136396719525472,1.26347158473785,0.0136396719525472,"SNX2","6643","sorting nexin 2"
"26156",-0.400342712153769,6.19777199984394,-4.88922526609909,0.000123760116729207,0.0136396719525472,1.25727666726095,0.0136396719525472,"RSL1D1","26156","ribosomal L1 domain containing 1"
"100507178",1.10953305150498,1.51831962131987,4.88694438213784,0.000124369506339871,0.0136396719525472,1.0421141498174,0.0136396719525472,"SLFNL1-AS1","100507178","SLFNL1 antisense RNA 1"
"7114",-0.644712828774436,8.0051776108077,-4.88642482471769,0.000124508745428659,0.0136396719525472,1.28198599722342,0.0136396719525472,"TMSB4X","7114","thymosin beta 4 X-linked"
"5327",-0.815859861153687,3.96354142241347,-4.88371995050422,0.000125236213430634,0.0136396719525472,1.27719781593304,0.0136396719525472,"PLAT","5327","plasminogen activator, tissue type"
"7905",-0.379890415804732,6.90779908831466,-4.87750315801897,0.000126924683798044,0.0137301634297749,1.24282117542021,0.0137301634297749,"REEP5","7905","receptor accessory protein 5"
"84418",-0.609688874169688,4.14036414789727,-4.86596345493605,0.000130120672980226,0.0139063004935585,1.2380673603843,0.0139063004935585,"CYSTM1","84418","cysteine rich transmembrane module containing 1"
"80336",0.947604169874386,2.3570774566575,4.86535967579496,0.000130290135792241,0.0139063004935585,1.16211941032998,0.0139063004935585,"PABPC1L","80336","poly(A) binding protein cytoplasmic 1 like"
"57634",0.516991804698518,6.32631254002141,4.85918723519743,0.00013203552406167,0.0139992631803135,1.19420917241404,0.0139992631803135,"EP400","57634","E1A binding protein p400"
